"LoincCode","AtomName","CanonicalInvestigationLoincCode","CanonicalInvestigationName","Category","Unit","Type","Required"
"33982-0","California Walnut Pollen IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"6209-1","Pecan or Hickory Tree IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"6085-5","Common Ragweed IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"6156-4","Goosefoot IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"6095-4","American house dust mite IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"6096-2","European house dust mite IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"6020-2","Alternaria alternata IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"6025-1","Aspergillus fumigatus IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"6075-6","Cladosporium herbarum IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"19113-0","IgE [Units/volume] in Serum or Plasma","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","[IU]/L","numeric",""
"6833-8","Cat dander IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"6098-8","Dog dander IgE Ab [Units/volume] in Serum","49021-9","Respiratory allergen panel, US - Greater Ohio valley c - Serum","lab","k[IU]/L","numeric",""
"6078-0","Cockroach IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"6195-2","Cocksfoot IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"6228-1","Red top grass IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"7155-5","Boxelder IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"15283-5","Silver Birch IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"6189-5","White Oak IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"6109-3","White Elm IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"6085-5","Common Ragweed IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"6232-3","Rough Marsh Elder IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"6095-4","American house dust mite IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"6096-2","European house dust mite IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"6020-2","Alternaria alternata IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"6025-1","Aspergillus fumigatus IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"6075-6","Cladosporium herbarum IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"19113-0","IgE [Units/volume] in Serum or Plasma","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","[IU]/L","numeric",""
"6833-8","Cat dander IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"6098-8","Dog dander IgE Ab [Units/volume] in Serum","49022-7","Respiratory allergen panel, US - Northern midwest states c - Serum","lab","k[IU]/L","numeric",""
"20506-2","Specimen drawn from","49120-9","Immunodeficiency follow-up panel - Specimen by Flow cytometry (FC)","lab","","text",""
"26474-7","Lymphocytes [#/volume] in Blood","49120-9","Immunodeficiency follow-up panel - Specimen by Flow cytometry (FC)","lab","10*3/uL","numeric",""
"8122-4","CD3 cells [#/volume] in Blood","49120-9","Immunodeficiency follow-up panel - Specimen by Flow cytometry (FC)","lab","/uL","numeric",""
"8124-0","CD3 cells/cells in Blood","49120-9","Immunodeficiency follow-up panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"45265-6","Immunodeficiency markers [Interpretation] in Specimen Narrative","49120-9","Immunodeficiency follow-up panel - Specimen by Flow cytometry (FC)","lab","","long_text",""
"49314-8","Immunodeficiency markers [Interpretation] in Specimen","49120-9","Immunodeficiency follow-up panel - Specimen by Flow cytometry (FC)","lab","","text",""
"32515-9","CD3+CD4+ (T4 helper) cells [#/volume] in Specimen","49120-9","Immunodeficiency follow-up panel - Specimen by Flow cytometry (FC)","lab","/uL","numeric",""
"8101-8","CD3+CD8+ (T8 suppressor) cells/cells in Blood","49120-9","Immunodeficiency follow-up panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"8123-2","CD3+CD4+ (T4 helper) cells/cells in Blood","49120-9","Immunodeficiency follow-up panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"54218-3","CD3+CD4+ (T4 helper) cells/CD3+CD8+ (T8 suppressor cells) cells [# Ratio] in Blood","49120-9","Immunodeficiency follow-up panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"14135-8","CD3+CD8+ (T8 suppressor) cells [#/volume] in Blood","49120-9","Immunodeficiency follow-up panel - Specimen by Flow cytometry (FC)","lab","/uL","numeric",""
"6106-9","Egg white IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"6206-7","Peanut IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"6276-0","Wheat IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"6273-7","Walnut IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"6082-2","Codfish IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"7258-7","Cow milk IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"6248-9","Soybean IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"6087-1","Corn IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"6246-3","Shrimp IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"7691-9","Scallop IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"6076-4","Clam IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"6092-1","Crab IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"6165-5","Lobster IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"6019-4","Almond IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"6208-3","Pecan or Hickory Nut IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"6242-2","Sesame Seed IgE Ab [Units/volume] in Serum","49222-3","Food allergen panel - Serum","lab","k[IU]/L","numeric",""
"1989-3","25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma","49590-3","Calcidiol and Calciferol panel - Serum or Plasma","lab","ng/mL","numeric",""
"49054-0","25-hydroxyvitamin D2 [Mass/volume] in Serum or Plasma","49590-3","Calcidiol and Calciferol panel - Serum or Plasma","lab","ng/mL","numeric",""
"49591-1","Calcidiol and Calciferol [Interpretation] in Serum or Plasma Narrative","49590-3","Calcidiol and Calciferol panel - Serum or Plasma","lab","","long_text",""
"62292-8","25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 [Mass/volume] in Serum or Plasma","49590-3","Calcidiol and Calciferol panel - Serum or Plasma","lab","ng/mL","numeric",""
"2498-4","Iron [Mass/volume] in Serum or Plasma","50190-8","Iron and Iron binding capacity panel - Serum or Plasma","lab","ug/dL","numeric",""
"2500-7","Iron binding capacity [Mass/volume] in Serum or Plasma","50190-8","Iron and Iron binding capacity panel - Serum or Plasma","lab","ug/dL","numeric",""
"2501-5","Iron binding capacity.unsaturated [Mass/volume] in Serum or Plasma","50190-8","Iron and Iron binding capacity panel - Serum or Plasma","lab","ug/dL","numeric",""
"2502-3","Iron saturation [Mass Fraction] in Serum or Plasma","50190-8","Iron and Iron binding capacity panel - Serum or Plasma","lab","%","numeric",""
"1558-6","Fasting glucose [Mass/volume] in Serum or Plasma","50608-9","Glucose tolerance 3 hours gestational panel - Serum or Plasma","lab","mg/dL","numeric",""
"20438-8","Glucose [Mass/volume] in Serum or Plasma --1 hour post dose glucose","50608-9","Glucose tolerance 3 hours gestational panel - Serum or Plasma","lab","mg/dL","numeric",""
"20436-2","Glucose [Mass/volume] in Serum or Plasma --2 hours post dose glucose","50608-9","Glucose tolerance 3 hours gestational panel - Serum or Plasma","lab","mg/dL","numeric",""
"20437-0","Glucose [Mass/volume] in Serum or Plasma --3 hours post dose glucose","50608-9","Glucose tolerance 3 hours gestational panel - Serum or Plasma","lab","mg/dL","numeric",""
"13358-7","Collection time of Semen","50677-4","Semen analysis post vasectomy panel","lab","","numeric",""
"10569-2","Color of Semen","50677-4","Semen analysis post vasectomy panel","lab","","text",""
"3160-9","Volume of Semen","50677-4","Semen analysis post vasectomy panel","lab","mL","numeric",""
"2752-4","pH of Semen","50677-4","Semen analysis post vasectomy panel","lab","[pH]","text",""
"9704-8","Spermatozoa [Morphology] in Semen","50677-4","Semen analysis post vasectomy panel","lab","","text",""
"6095-4","American house dust mite IgE Ab [Units/volume] in Serum","51662-5","Core respiratory allergens panel - Serum","lab","k[IU]/L","numeric",""
"6096-2","European house dust mite IgE Ab [Units/volume] in Serum","51662-5","Core respiratory allergens panel - Serum","lab","k[IU]/L","numeric",""
"6020-2","Alternaria alternata IgE Ab [Units/volume] in Serum","51662-5","Core respiratory allergens panel - Serum","lab","k[IU]/L","numeric",""
"6025-1","Aspergillus fumigatus IgE Ab [Units/volume] in Serum","51662-5","Core respiratory allergens panel - Serum","lab","k[IU]/L","numeric",""
"6075-6","Cladosporium herbarum IgE Ab [Units/volume] in Serum","51662-5","Core respiratory allergens panel - Serum","lab","k[IU]/L","numeric",""
"19113-0","IgE [Units/volume] in Serum or Plasma","51662-5","Core respiratory allergens panel - Serum","lab","[IU]/L","numeric",""
"6833-8","Cat dander IgE Ab [Units/volume] in Serum","51662-5","Core respiratory allergens panel - Serum","lab","k[IU]/L","numeric",""
"6098-8","Dog dander IgE Ab [Units/volume] in Serum","51662-5","Core respiratory allergens panel - Serum","lab","k[IU]/L","numeric",""
"2254-1","Estrogen [Mass/volume] in Serum or Plasma","53766-2","Estrogen fraction panel - Serum or Plasma","lab","pg/mL","numeric",""
"2258-2","Estrone (E1) [Mass/volume] in Serum or Plasma","53766-2","Estrogen fraction panel - Serum or Plasma","lab","pg/mL","numeric",""
"2243-4","Estradiol (E2) [Mass/volume] in Serum or Plasma","53766-2","Estrogen fraction panel - Serum or Plasma","lab","pg/mL","numeric",""
"2251-7","Estriol (E3) [Mass/volume] in Serum or Plasma","53766-2","Estrogen fraction panel - Serum or Plasma","lab","ng/mL","numeric",""
"54083-1","CFTR gene mutations found [Identifier] in DBS by Molecular genetics method Nominal","54078-1","Cystic fibrosis newborn screening panel","lab","","text",""
"48633-2","Trypsinogen I Free [Mass/volume] in DBS","54078-1","Cystic fibrosis newborn screening panel","lab","ug/L","numeric",""
"2077-6","Chloride [Moles/volume] in Sweat","54078-1","Cystic fibrosis newborn screening panel","lab","mmol/L","numeric",""
"46769-6","Cystic fibrosis newborn screen interpretation","54078-1","Cystic fibrosis newborn screening panel","lab","","text",""
"57707-2","Cystic fibrosis newborn screening comment-discussion","54078-1","Cystic fibrosis newborn screening panel","lab","","long_text",""
"57794-0","Newborn screening test results panel - DBS","54089-8","Newborn screening panel American Health Information Community (AHIC)","lab","","text",""
"73738-7","Newborn screening test results panel - Point of Care","54089-8","Newborn screening panel American Health Information Community (AHIC)","lab","","text",""
"79462-8","Iduronate-2-Sulfatase [Enzymatic activity/volume] in DBS","54089-8","Newborn screening panel American Health Information Community (AHIC)","lab","nmol/h/mL","numeric",""
"104190-4","Mucopolysaccharidosis type II comment [Text] in DBS Narrative","54089-8","Newborn screening panel American Health Information Community (AHIC)","lab","","long_text",""
"104192-0","Guanidinoacetate methyltransferase deficiency newborn screen interpretation","54089-8","Newborn screening panel American Health Information Community (AHIC)","lab","","text",""
"104193-8","Guanidinoacetate methyltransferase deficiency comment [Text] in DBS Narrative","54089-8","Newborn screening panel American Health Information Community (AHIC)","lab","","long_text",""
"93488-5","Guanidinoacetate [Moles/volume] in DBS","54089-8","Newborn screening panel American Health Information Community (AHIC)","lab","umol/L","numeric",""
"104194-6","Creatine [Moles/volume] in DBS","54089-8","Newborn screening panel American Health Information Community (AHIC)","lab","mmol/L","numeric",""
"104195-3","Guanidinoacetate/Creatinine [Molar ratio] in DBS","54089-8","Newborn screening panel American Health Information Community (AHIC)","lab","umol/mol{creat}","numeric",""
"104196-1","Creatine/Creatinine [Molar ratio] in DBS","54089-8","Newborn screening panel American Health Information Community (AHIC)","lab","mmol/mol{creat}","numeric",""
"54144-1","Trichomonas vaginalis DNA [Presence] in Vaginal fluid by Probe with signal amplification","54145-8","Bacterial vaginosis and vaginitis DNA panel - Vaginal fluid by Probe with signal amplification","lab","","ordinal",""
"54143-3","Gardnerella vaginalis DNA [Presence] in Vaginal fluid by Probe with signal amplification","54145-8","Bacterial vaginosis and vaginitis DNA panel - Vaginal fluid by Probe with signal amplification","lab","","ordinal",""
"54142-5","Candida sp DNA [Presence] in Vaginal fluid by Probe with signal amplification","54145-8","Bacterial vaginosis and vaginitis DNA panel - Vaginal fluid by Probe with signal amplification","lab","","ordinal",""
"54221-7","Lymphoma markers [Interpretation] in Specimen Narrative","54226-6","Lymphoma panel - Specimen by Flow cytometry (FC)","lab","","long_text",""
"20599-7","CD3 cells/cells in Specimen","54226-6","Lymphoma panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20611-0","CD5 cells/cells in Specimen","54226-6","Lymphoma panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20620-1","CD16+CD56+ cells/cells in Specimen","54226-6","Lymphoma panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20593-0","CD19 cells/cells in Specimen","54226-6","Lymphoma panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20610-2","CD45 (Lymphs) cells/cells in Specimen","54226-6","Lymphoma panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20594-8","CD2 cells/cells in Specimen","54226-6","Lymphoma panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20612-8","CD7 cells/cells in Specimen","54226-6","Lymphoma panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20587-2","CD10 cells/cells in Specimen","54226-6","Lymphoma panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20595-5","CD20 cells/cells in Specimen","54226-6","Lymphoma panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
"20596-3","CD22 cells/cells in Specimen","54226-6","Lymphoma panel - Specimen by Flow cytometry (FC)","lab","%","numeric",""
